split,threshold,accuracy,precision,recall,f1,roc_auc
val_packet_hard,0.47000000000000003,0.9253338942054895,0.8927374301675978,0.9455621301775148,0.9183908045977012,0.9750967305564638
test_packet_hard,0.47000000000000003,0.9216681596496467,0.888393804370889,0.9413219424460432,0.9140923479969436,0.9696761031967425
