epoch,accuracy,loss,precision,recall,roc_auc,val_accuracy,val_loss,val_precision,val_recall,val_roc_auc,train_eval_loss,train_eval_accuracy,train_eval_precision,train_eval_recall,train_eval_f1,train_eval_roc_auc,val_eval_loss,val_eval_accuracy,val_eval_precision,val_eval_recall,val_eval_f1,val_eval_roc_auc,learning_rate
18,0.9062570333480835,0.31804755330085754,0.8657086491584778,0.9388567805290222,0.9588689804077148,0.9178673028945923,0.2942507565021515,0.8819875717163086,0.9410650730133057,0.9699854850769043,0.29483816027641296,0.9218333333333333,0.8876339748761093,0.9468895992131793,0.916304800428291,0.9695157051876508,0.2942507863044739,0.9178672836260385,0.8819875776397516,0.9410650887573965,0.9105691056910569,0.9701490712164446,7.999999797903001e-05
19,0.9065279364585876,0.3168640434741974,0.8670288920402527,0.9376120567321777,0.9591352343559265,0.9184982776641846,0.2930651009082794,0.8814683556556702,0.9434319734573364,0.9700692296028137,0.29297569394111633,0.9222222222222223,0.8871895124195032,0.9484878288664863,0.916815210932858,0.969797742416191,0.2930651009082794,0.9184982648017668,0.8814683768244139,0.9434319526627218,0.9113981936664,0.9702815466138708,7.999999797903001e-05
20,0.9082434177398682,0.31569185853004456,0.8672566413879395,0.9417446851730347,0.95917147397995,0.9182879328727722,0.2909974455833435,0.8826009631156921,0.9413017630577087,0.9704269170761108,0.2906801998615265,0.9222222222222223,0.8884402399630826,0.9467666584706171,0.9166765861206999,0.9701638232123587,0.29099738597869873,0.9182879377431906,0.88260097647581,0.941301775147929,0.911006757530638,0.9705490730081657,7.999999797903001e-05
21,0.9085820317268372,0.31016314029693604,0.867516279220581,0.9422425627708435,0.9609372615814209,0.9184982776641846,0.2898249328136444,0.8828229308128357,0.9415384531021118,0.9705908894538879,0.289438396692276,0.9223888888888889,0.888299711815562,0.9473813621834276,0.9168897614373253,0.9704481781966373,0.2898249924182892,0.9184982648017668,0.8828229027962716,0.9415384615384615,0.9112358263658229,0.9707849083310565,7.999999797903001e-05
22,0.9093043208122253,0.3080790042877197,0.8677103519439697,0.9438359141349792,0.9612613916397095,0.9192343950271606,0.28877323865890503,0.886256992816925,0.9386982321739197,0.9708691239356995,0.28841403126716614,0.9221666666666667,0.889957141202363,0.9445537251044996,0.9164430130613705,0.970767835342246,0.28877323865890503,0.919234409506783,0.8862569832402235,0.938698224852071,0.9117241379310345,0.9710970485870036,7.999999797903001e-05
23,0.9093043208122253,0.30813363194465637,0.8687907457351685,0.9422425627708435,0.9608454704284668,0.919444739818573,0.2871348559856415,0.8857907652854919,0.9398816823959351,0.9710770845413208,0.2863396406173706,0.9225555555555556,0.8898658028690422,0.9456601917875584,0.9169150077482418,0.9709996919129414,0.28713488578796387,0.9194447365653592,0.8857907651126478,0.9398816568047337,0.9120349104271934,0.9712396920030998,7.999999797903001e-05
24,0.9103201031684875,0.3051603436470032,0.8693320155143738,0.9440848231315613,0.9615250825881958,0.9196550846099854,0.28581002354621887,0.8849833011627197,0.9415384531021118,0.971329391002655,0.2845769226551056,0.923,0.8888888888888888,0.9481190066388001,0.9175490779298037,0.9712512867905716,0.2858099937438965,0.9196550636239352,0.8849833147942158,0.9415384615384615,0.9123853211009174,0.9714868823600555,7.999999797903001e-05
25,0.9100040793418884,0.3031933903694153,0.8676624894142151,0.9457279443740845,0.9620551466941833,0.9200757145881653,0.28433865308761597,0.8864599466323853,0.9405916929244995,0.9716203212738037,0.28307050466537476,0.9227777777777778,0.8894663894663895,0.9467666584706171,0.9172224868985231,0.9715001028535262,0.2843386232852936,0.9200757177410874,0.8864599598483158,0.9405917159763314,0.9127239320165366,0.9716825383316386,7.999999797903001e-05
26,0.9113584160804749,0.3002556264400482,0.8701488971710205,0.9455785751342773,0.9629806876182556,0.9209170341491699,0.28312912583351135,0.887006938457489,0.942011833190918,0.9717332720756531,0.2813592255115509,0.9232222222222223,0.8895684283406415,0.9477501844111138,0.9177380952380952,0.9717480840259726,0.28312909603118896,0.9209170259753917,0.8870069088477824,0.9420118343195266,0.9136822773186409,0.9718316319446,7.999999797903001e-05
27,0.9114487171173096,0.3005504012107849,0.8693943023681641,0.9469228982925415,0.962317943572998,0.9211273789405823,0.2819019556045532,0.886884868144989,0.9427219033241272,0.971764087677002,0.27990978956222534,0.9235555555555556,0.8894651913324112,0.9487337103516105,0.9181439619274242,0.9719520153783342,0.28190192580223083,0.9211273530339679,0.8868848808728568,0.9427218934911242,0.9139513538320331,0.9720054961052457,7.999999797903001e-05
28,0.9120129942893982,0.2970655858516693,0.8696446418762207,0.9480183124542236,0.9632608890533447,0.9211273789405823,0.28083762526512146,0.8870572447776794,0.9424852132797241,0.9719700813293457,0.2784031629562378,0.9238333333333333,0.8896186196566425,0.9492254733218589,0.9184559567001724,0.9721696538882894,0.28083765506744385,0.9211273530339679,0.8870572510581421,0.9424852071005917,0.9139316043148956,0.9721241080587146,7.999999797903001e-05
29,0.9127804636955261,0.2952066659927368,0.8700155019760132,0.9494622349739075,0.9637290835380554,0.9213376641273499,0.2802550494670868,0.8884916305541992,0.9410650730133057,0.9720175862312317,0.2774417996406555,0.9234444444444444,0.8901593901593902,0.9475043029259896,0.91793711291091,0.9723729871101379,0.2802550494670868,0.9213376800925439,0.8884916201117319,0.9410650887573965,0.9140229885057471,0.9722323056318283,7.999999797903001e-05
30,0.9140444993972778,0.29453736543655396,0.8722440600395203,0.9494622349739075,0.9633365273475647,0.9219686388969421,0.2784281075000763,0.8888144493103027,0.942248523235321,0.9722227454185486,0.27565884590148926,0.9236666666666666,0.8900300023078699,0.9482419473813621,0.9182142857142858,0.9726033919682338,0.2784281075000763,0.9219686612682721,0.8888144675150703,0.9422485207100592,0.9147518382352942,0.9724342326281418,7.999999797903001e-05
31,0.9119452834129333,0.2936450242996216,0.869458019733429,0.9481179118156433,0.9635828137397766,0.9223893284797668,0.2772771418094635,0.8885669708251953,0.9436686635017395,0.9724081158638,0.27413061261177063,0.9241111111111111,0.8892339544513458,0.9504548807474797,0.9188257665795103,0.9727977033881753,0.2772771418094635,0.9223893153854243,0.8885669712502786,0.9436686390532545,0.9152892561983471,0.9726174137398153,7.999999797903001e-05
32,0.9137736558914185,0.28944748640060425,0.8710869550704956,0.9504580497741699,0.9648544192314148,0.9225996136665344,0.2764277458190918,0.8898323774337769,0.9424852132797241,0.9726060628890991,0.2731359004974365,0.9242222222222222,0.8898871227827689,0.9498401770346693,0.9188867745004757,0.972979597369442,0.2764277458190918,0.9225996424440004,0.8898324022346369,0.9424852071005917,0.9154022988505747,0.9727273134482125,7.999999797903001e-05
33,0.9126450419425964,0.28881651163101196,0.8698786497116089,0.9493128657341003,0.9651249051094055,0.9225996136665344,0.27499258518218994,0.8901811838150024,0.942011833190918,0.9726961851119995,0.27156272530555725,0.9244444444444444,0.8902073732718894,0.9499631177772314,0.9191150231949566,0.9731870240469899,0.27499261498451233,0.9225996424440004,0.8901811675240439,0.9420118343195266,0.9153633854645814,0.972913249331464,7.999999797903001e-05
34,0.9149473905563354,0.2864668369293213,0.8727496862411499,0.9510555863380432,0.9651716947555542,0.9230203032493591,0.27442216873168945,0.890803337097168,0.942248523235321,0.9728556275367737,0.27103275060653687,0.9245,0.8904899135446686,0.9497172362921072,0.9191504551133322,0.9733633915515361,0.27442219853401184,0.9230202965611526,0.8908033117028418,0.9422485207100592,0.9158040027605245,0.9730755120963588,7.999999797903001e-05
35,0.913547933101654,0.28731200098991394,0.8715709447860718,0.9491634964942932,0.9651303291320801,0.9230203032493591,0.27320367097854614,0.8922075033187866,0.9403550028800964,0.9729450941085815,0.2697957754135132,0.9238333333333333,0.891060483404649,0.9472584214408655,0.9183004588522734,0.9735498088948088,0.27320370078086853,0.9230202965611526,0.8922075005614193,0.9403550295857989,0.9156487669970039,0.9732414030969904,7.999999797903001e-05
36,0.9150828123092651,0.28412342071533203,0.872580349445343,0.9516530632972717,0.9656455516815186,0.9237564206123352,0.27253228425979614,0.893081784248352,0.9410650730133057,0.9731202721595764,0.26871564984321594,0.9237777777777778,0.8910478834142956,0.9471354806983034,0.9182359952324195,0.973774207525668,0.27253231406211853,0.9237564412661688,0.8930817610062893,0.9410650887573965,0.9164457761899274,0.973425995189228,7.999999797903001e-05
37,0.9150828123092651,0.2836414873600006,0.8719689846038818,0.9525492787361145,0.9653052091598511,0.9242822527885437,0.2705727219581604,0.8921458721160889,0.9436686635017395,0.9732533693313599,0.26649749279022217,0.9245555555555556,0.889604415823367,0.9510695844602901,0.9193107546048722,0.9739639457393942,0.2705727219581604,0.9242822589126091,0.8921458939360036,0.9436686390532545,0.917184265010352,0.9735389856169568,7.999999797903001e-05
38,0.9149925708770752,0.28202518820762634,0.8710997700691223,0.9535949230194092,0.9658705592155457,0.9245977401733398,0.2699020802974701,0.892569363117218,0.9439053535461426,0.9733614325523376,0.26553598046302795,0.9246666666666666,0.8898987574781408,0.9509466437177281,0.9194104362296446,0.9740878210608832,0.2699020802974701,0.9245977495004732,0.8925693822739481,0.943905325443787,0.9175198435522834,0.9736103409197803,7.999999797903001e-05
39,0.9149022698402405,0.2814981937408447,0.8706042766571045,0.954092800617218,0.965839147567749,0.9251235723495483,0.26859456300735474,0.8932169079780579,0.944378674030304,0.9736020565032959,0.26378950476646423,0.9247777777777778,0.8904630269523152,0.9504548807474797,0.9194814462416746,0.9743287430471688,0.26859453320503235,0.9251235671469135,0.8932169241101411,0.9443786982248521,0.9180855959502991,0.9737956049075248,7.999999797903001e-05
40,0.915534257888794,0.27940887212753296,0.8722551465034485,0.9532961845397949,0.9662097692489624,0.9247029423713684,0.26786941289901733,0.8936504125595093,0.9427219033241272,0.9737361669540405,0.26313409209251404,0.9247777777777778,0.8910936778957084,0.9495942955495451,0.919414355433877,0.974430338007042,0.2678694427013397,0.9247029130297613,0.8936504375140228,0.9427218934911242,0.9175305229209859,0.9738409354577177,7.999999797903001e-05
41,0.9160082936286926,0.27711746096611023,0.8725467920303345,0.954092800617218,0.9668258428573608,0.9243873953819275,0.2672075927257538,0.8932256698608398,0.9424852132797241,0.9737623333930969,0.26225316524505615,0.9248888888888889,0.8912090447623443,0.9497172362921072,0.9195333888822759,0.9745715778049916,0.2672075927257538,0.9243874224418972,0.8932256617317182,0.9424852071005917,0.9171945180237245,0.9739112605207636,7.999999797903001e-05
42,0.9167306423187256,0.2765543758869171,0.8728678822517395,0.9554869532585144,0.9665533304214478,0.924492597579956,0.26649048924446106,0.8941335082054138,0.9415384531021118,0.9738722443580627,0.26183468103408813,0.9241666666666667,0.891497975708502,0.9475043029259896,0.918648310387985,0.9747089546767101,0.26649051904678345,0.9244925859711852,0.8941335131490222,0.9415384615384615,0.9172238874798248,0.9741066253376276,7.999999797903001e-05
43,0.9165500402450562,0.27516603469848633,0.8736717104911804,0.9538438320159912,0.9670360684394836,0.9243873953819275,0.26441407203674316,0.8926971554756165,0.9431952834129333,0.9739593863487244,0.25943523645401,0.9246111111111112,0.8902453069215709,0.9503319400049176,0.9193078432538503,0.9748691041216128,0.26441410183906555,0.9243874224418972,0.8926971326164874,0.9431952662721893,0.9172516975486247,0.9741997052618377,7.999999797903001e-05
44,0.9168208837509155,0.2738058567047119,0.8730946183204651,0.9553873538970947,0.96737140417099,0.9240719079971313,0.2642394006252289,0.8936839699745178,0.9410650730133057,0.9741048812866211,0.2590315341949463,0.925,0.8921387283236994,0.9487337103516105,0.9195662535748331,0.9750028548270951,0.2642394006252289,0.924071931854033,0.8936839739267252,0.9410650887573965,0.9167627392206594,0.9742960550775144,7.999999797903001e-05
45,0.9157148599624634,0.27404478192329407,0.872064471244812,0.9540430307388306,0.9670442938804626,0.924913227558136,0.2627778947353363,0.8936981558799744,0.9431952834129333,0.9742625951766968,0.25746259093284607,0.9249444444444445,0.8909510086455331,0.9502089992623556,0.9196263906240705,0.975171484018127,0.2627778947353363,0.9249132400883374,0.8936981385960978,0.9431952662721893,0.9177798249654537,0.9744479930481211,7.999999797903001e-05
46,0.9171143770217896,0.2713063657283783,0.8728305101394653,0.9565325379371643,0.9675887823104858,0.9248080849647522,0.2628278136253357,0.8943819999694824,0.942011833190918,0.974399209022522,0.2572339177131653,0.9251111111111111,0.8918918918918919,0.9493484140644209,0.919723677941877,0.975326212905254,0.2628278136253357,0.9248080765590493,0.8943820224719101,0.9420118343195266,0.9175792507204611,0.9745372431679423,7.999999797903001e-05
47,0.9163920283317566,0.2707080841064453,0.8723065853118896,0.955437183380127,0.9678123593330383,0.9248080849647522,0.26211273670196533,0.8945593237876892,0.9417751431465149,0.974510669708252,0.2561269700527191,0.9251111111111111,0.8919824399260629,0.9492254733218589,0.9197141155449673,0.9755132346095662,0.26211270689964294,0.9248080765590493,0.8945593525179856,0.9417751479289941,0.9175602444367578,0.9746642762117635,7.999999797903001e-05
48,0.917362630367279,0.2691640257835388,0.8736405968666077,0.955984890460968,0.9683612585067749,0.9248080849647522,0.2605974078178406,0.8936743140220642,0.9429585933685303,0.974494993686676,0.25461041927337646,0.9253888888888889,0.8913218854442779,0.9508237029751659,0.9201118315388733,0.9756322999648449,0.26059743762016296,0.9248080765590493,0.8936742934051144,0.9429585798816568,0.917655188298975,0.974714108461852,7.999999797903001e-05
49,0.9170691967010498,0.26825982332229614,0.8739404082298279,0.9547898769378662,0.9680634140968323,0.9251235723495483,0.2603130340576172,0.8946304321289062,0.9424852132797241,0.9746401906013489,0.2539934515953064,0.9254444444444444,0.8916955017301038,0.9504548807474797,0.9201380623661033,0.9757912406876685,0.2603130340576172,0.9251235671469135,0.8946304201303078,0.9424852071005917,0.9179345320424158,0.9748080394537042,7.999999797903001e-05
50,0.917340099811554,0.26775264739990234,0.8738049864768982,0.955686092376709,0.9681488275527954,0.9252287149429321,0.2591586112976074,0.8941228985786438,0.9434319734573364,0.974666178226471,0.2526472508907318,0.9255,0.891346929369743,0.9510695844602901,0.920240290251591,0.9759101565103192,0.2591586112976074,0.9252287306762015,0.8941229250785105,0.9434319526627218,0.9181158585742255,0.9748580732724447,7.999999797903001e-05
51,0.9176335334777832,0.26667025685310364,0.8739476799964905,0.95623379945755,0.9685509204864502,0.9253339171409607,0.2586692273616791,0.8946777582168579,0.9429585933685303,0.9746463298797607,0.2520141303539276,0.9256666666666666,0.8918357933579336,0.9508237029751659,0.9203855765797929,0.9759711720531893,0.25866925716400146,0.9253338942054895,0.89467774534022,0.9429585798816568,0.9181839133440886,0.9748767295710171,7.999999797903001e-05
52,0.9178817868232727,0.26544806361198425,0.8738406896591187,0.9570304751396179,0.9686464071273804,0.9252287149429321,0.2580219507217407,0.8948314785957336,0.9424852132797241,0.9747225642204285,0.2509496510028839,0.9255,0.8916176640147584,0.9507007622326039,0.9202118165050277,0.9761145925353013,0.2580219507217407,0.9252287306762015,0.8948314606741573,0.9424852071005917,0.9180403458213257,0.9749175136282806,7.999999797903001e-05
53,0.9178366661071777,0.26422354578971863,0.8749201893806458,0.9553375840187073,0.9690548777580261,0.9248080849647522,0.25737860798835754,0.8949145078659058,0.9413017630577087,0.9747608304023743,0.2500143349170685,0.9253333333333333,0.8920323325635104,0.9497172362921072,0.9199714183637013,0.9762518447964963,0.25737860798835754,0.9248080765590493,0.8949144914491449,0.941301775147929,0.9175222055600415,0.9749990369497737,7.999999797903001e-05
54,0.9175883531570435,0.26353469491004944,0.8734942674636841,0.9567815065383911,0.9688125252723694,0.9250184297561646,0.25665000081062317,0.8946067690849304,0.942248523235321,0.9749416708946228,0.24912771582603455,0.9253333333333333,0.8910389311218613,0.9510695844602901,0.9200761179828735,0.9763528167037516,0.25665003061294556,0.9250184036176254,0.8946067415730337,0.9422485207100592,0.9178097982708934,0.9750935278545481,7.999999797903001e-05
55,0.9182204008102417,0.26093924045562744,0.8737908005714417,0.9579765200614929,0.9696865677833557,0.9250184297561646,0.2565191090106964,0.894784152507782,0.942011833190918,0.9748522639274597,0.2485630214214325,0.925,0.8913244116289801,0.9498401770346693,0.9196524223306749,0.9764606048066466,0.2565191090106964,0.9250184036176254,0.8947841726618705,0.9420118343195266,0.91779084515162,0.9750967305564638,7.999999797903001e-05
